"rank","film","country_of_origin","weekend_gross","distributor","percent_change_on_last_week","weeks_on_release","number_of_cinemas","site_average","total_gross_to_date","weekend_sunday"
88,"Everything - The Real Thing Story","UK","207","Music Film Network",-0.69378698,4,1,207,13105,2020-02-16
90,"StarDog And TurboCat","UK","116","Kaleidoscope",-0.83626292,11,2,58,116496,2020-02-16
1,"Sonic The Hedgehog","USA/Jpn/Kor","4171244","Paramount",-0.11896173,2,634,6579,14688538,2020-02-23
2,"Dolittle","UK/USA","2032270","Universal",-0.04988871,3,655,3103,14066921,2020-02-23
3,"Parasite","Kor","1722236","StudioCanal",-0.31784799,3,565,3048,8397639,2020-02-23
4,"The Call Of The Wild","USA","1465400","Disney",NA,1,487,3009,1465400,2020-02-23
5,"Emma","UK","1156256","Universal",-0.2939011,2,647,1787,4571310,2020-02-23
6,"1917","UK/USA","1083286","eOne Films",-0.44776119,7,586,1849,41616330,2020-02-23
7,"Birds Of Prey: And The Fantabulous Emancipation Of One Harley Quinn","USA","772416","Warner Bros",-0.56445461,3,533,1449,7706341,2020-02-23
8,"Like A Boss","USA","520059","Paramount",NA,1,467,1114,520059,2020-02-23
9,"Brahms: The Boy II","USA/Hkg","506773","Entertainment",NA,1,339,1495,506773,2020-02-23
10,"Bad Boys For Life","USA","432194","Sony Pictures",-0.48675421,6,349,1238,15281622,2020-02-23
11,"Greed","UK/USA","369028","Sony Pictures",NA,1,403,916,369028,2020-02-23
12,"Jumanji: The Next Level","USA","324732","Sony Pictures",-0.01395569,11,386,841,36079399,2020-02-23
13,"Swan Lake - Bolshoi Ballet 2020 (Ballet)","Rus","194536","Trafalgar",NA,1,177,1099,194536,2020-02-23
14,"Frozen 2","USA","163411","Disney",0.08115386,14,297,550,53549035,2020-02-23
15,"Paw Patrol: Ready, Race, Rescue","Can","151223","Paramount",0.04674327,5,370,409,1772296,2020-02-23
16,"The Personal History Of David Copperfield","UK/USA","132917","Lionsgate",-0.43833932,5,186,715,6073845,2020-02-23
18,"Futro Z Misia","Pol","121758","Magnetes",NA,1,148,823,121758,2020-02-23
23,"Shubh Mangal Zyada Saavdhan","Ind","71384","Hamsini Entertainment",NA,1,65,1098,71384,2020-02-23
29,"Ayappanu Koshium","Ind","29999","RFT Films",NA,1,54,556,29999,2020-02-23
30,"StarDog And TurboCat","UK","29495","Kaleidoscope",252.48066298,12,113,261,145992,2020-02-23
31,"Little Joe","Aut/UK/Fra/Ger","26796","BFI",NA,1,33,812,26796,2020-02-23
32,"Bheeshma","Ind","25864","Sailing Stones",NA,1,12,2155,25864,2020-02-23
33,"Star Wars: The Rise Of Skywalker","UK/USA","24902","Disney",-0.55956066,10,88,283,58180699,2020-02-23
35,"Bhoot - Part One: The Haunted Ship","Ind","23508","Zee Studios",NA,1,35,672,23508,2020-02-23
36,"Cats","UK/USA","22412","Universal",6.66746493,10,121,185,11944329,2020-02-23
37,"Avengers: Endgame","UK/USA","21234","Disney",NA,44,23,923,88719051,2020-02-23
38,"Spider-Man: Far From Home","UK/USA","20876","Sony Pictures",NA,34,23,908,37333348,2020-02-23
39,"The Lion King","UK/USA","17813","Disney",NA,32,24,742,75980151,2020-02-23
42,"Kinky Boots - The Musical (Theatre)","UK","12669","More2Screen",-0.78651445,4,12,1056,1322285,2020-02-23
43,"Waiting For Anya","UK/Bel/USA","11487","Kaleidoscope",NA,1,39,295,19407,2020-02-23
44,"Mafia: Chapter 1","Ind","9683","Sun Media",NA,1,9,1076,9683,2020-02-23
45,"End Of Century","Arg","9555","Peccadillo",NA,1,7,1365,9555,2020-02-23
48,"Midnight Family","USA/Mex","7254","Dogwoof",NA,1,9,806,7254,2020-02-23
49,"Mr. Jones","UK/Pol/Ukr","7076","Signature Entertainment",-0.65361269,3,10,708,79875,2020-02-23
51,"Daniel Sloss: X","UK/Can","4758","Vue Entertainment",NA,1,29,164,4758,2020-02-23
53,"Bayi Toplantisi","Tur","4320","AF-Media",NA,1,3,1440,4320,2020-02-23
55,"Shaun The Sheep Movie: Farmageddon","UK","3859","StudioCanal",-0.60302438,19,13,297,7093479,2020-02-23
60,"Bait","UK","3200","BFI",-0.04534606,26,7,457,522586,2020-02-23
64,"The Public","USA/Can","2241","Parkland Entertainment",NA,1,9,249,2241,2020-02-23
68,"The Runaways","UK","1996","Slackjaw Films",0.0455736,7,3,665,15818,2020-02-23
70,"Eminent Monsters: A Manual For Modern Torture","UK","1731","Cosmic Cat",NA,1,1,1731,1731,2020-02-23
73,"United Nation: Three Decades Of Drum & Bass","UK","1428","Miracle/ Twister",NA,1,5,286,1428,2020-02-23
76,"Maleficent: Mistress Of Evil","UK/USA","1025","Disney",-0.86751576,19,8,128,14772215,2020-02-23
79,"Present Laughter - NT Live 2019 (Theatre)","UK","605","National Theatre",-0.93187321,14,1,605,1340317,2020-02-23
82,"Judy","UK","315","20th Century Fox",-0.41558442,21,1,315,8198796,2020-02-23
88,"Monty Python's Life of Brian (40th Anniversary)","UK","205","Trafalgar",NA,46,1,205,223966,2020-02-23
90,"Jawaani Jaaneman","UK/Ind","155","Hamsini Entertainment",-0.94635674,4,1,155,102147,2020-02-23
91,"Billy Connolly - The Sex Life Of Bandages","UK","110","CinemaLive",NA,21,1,110,511279,2020-02-23
92,"Ordinary Love","UK","76","Universal",-0.95696489,12,1,76,255965,2020-02-23
1,"The Invisible Man","USA/Aus","2163798","Universal",NA,1,580,3731,2163798,2020-03-01
2,"Sonic The Hedgehog","USA/Jpn/Kor","1937939","Paramount",-0.53631578,3,637,3042,17215552,2020-03-01
3,"Parasite","Kor","1047024","StudioCanal",-0.39458154,4,579,1808,10361508,2020-03-01
4,"Dark Waters","USA","860942","eOne Films",NA,1,425,2026,860942,2020-03-01
5,"Dolittle","UK/USA","837444","Universal",-0.58922304,4,616,1359,15187431,2020-03-01
6,"Emma","UK","678531","Universal",-0.41429277,3,634,1070,6203027,2020-03-01
7,"1917","UK/USA","608202","eOne Films",-0.44340443,8,529,1150,42847234,2020-03-01
8,"The Call Of The Wild","USA","507281","Disney",-0.65444238,2,500,1015,2315914,2020-03-01
9,"Birds Of Prey: And The Fantabulous Emancipation Of One Harley Quinn","USA","358436","Warner Bros",-0.53589045,4,392,914,8386648,2020-03-01
10,"Bad Boys For Life","USA","249692","Sony Pictures",-0.42418908,7,273,915,15703614,2020-03-01
11,"Portrait Of A Lady On Fire","Fra","229678","Curzon",NA,1,51,4503,229678,2020-03-01
12,"Agrippina - Met Opera 2020 (Opera)","USA","216109","Trafalgar",NA,1,192,1126,216109,2020-03-01
13,"Downhill","USA","188720","Disney",NA,1,387,488,188720,2020-03-01
14,"Brahms: The Boy II","USA/Hkg","167609","Entertainment",-0.66759745,2,304,551,907357,2020-03-01
15,"Like A Boss","USA","125541","Paramount",-0.7586771,2,337,373,868254,2020-03-01
18,"Greed","UK/USA","91841","Sony Pictures",-0.7517274,2,233,394,697418,2020-03-01
19,"True History Of The Kelly Gang","Aus/UK/Fra","85847","StudioCanal",NA,1,94,913,85847,2020-03-01
24,"The Personal History Of David Copperfield","UK/USA","58973","Lionsgate",-0.56930436,6,139,424,6221411,2020-03-01
25,"Cellist / Dances At A Gathering - ROH, London 2019/20 (Ballet), The","UK","53882","Royal Opera House",NA,2,78,691,486028,2020-03-01
26,"Color Out Of Space","USA/Prt/Mys","47483","StudioCanal",NA,1,31,1532,47483,2020-03-01
29,"Thappad","Ind","41066","Cinestaan AA Distributors",NA,1,43,955,41066,2020-03-01
35,"Ik Sandhu Hunda Si","Ind","19891","Rising Star Entertainment",NA,1,17,1170,19891,2020-03-01
37,"Star Wars: The Rise Of Skywalker","UK/USA","13208","Disney",-0.47414102,11,89,148,58205866,2020-03-01
40,"In Search of Chopin","UK","8705","Seventh Art Production",NA,1,21,415,8705,2020-03-01
44,"Kannum Kannum Kollaiyadithaal","Ind","6982","Hamsini Entertainment",NA,1,19,367,6982,2020-03-01
45,"Cats","UK/USA","6683","Universal",-0.70287213,11,69,97,11960999,2020-03-01
47,"Mr. Jones","UK/Pol/Ukr","5642","Signature Entertainment",-0.20265687,4,12,470,95697,2020-03-01
48,"Ice 2","Rus","5242","Kinostar",NA,1,1,5242,5242,2020-03-01
50,"Doordarshan","Ind","4073","RFT Films",NA,1,18,226,4073,2020-03-01
52,"Kinky Boots - The Musical (Theatre)","UK","3779","More2Screen",-0.7590081,5,4,945,1349578,2020-03-01
56,"PUSH","Swe","3026","Jonny Tull",NA,1,5,605,3026,2020-03-01
61,"Villain","UK","2487","Vertigo",NA,1,10,249,2487,2020-03-01
62,"Waiting For Anya","UK/Bel/USA","2443","Kaleidoscope",-0.7873248,2,20,122,25309,2020-03-01
80,"Judy","UK","900","20th Century Fox",1.85714286,22,1,900,8202114,2020-03-01
83,"Shaun The Sheep Movie: Farmageddon","UK","857","StudioCanal",-0.80125232,20,8,107,7096466,2020-03-01
85,"The Rhythm Section","UK/USA","755","Paramount",NA,5,2,378,352778,2020-03-01
86,"Bait","UK","711","BFI",-0.7778125,27,2,356,529812,2020-03-01
90,"StarDog And TurboCat","UK","544","Kaleidoscope",-0.98173722,13,4,136,148899,2020-03-01
92,"Maleficent: Mistress Of Evil","UK/USA","489","Disney",-0.69600895,20,6,82,14773511,2020-03-01
93,"Billy Connolly - The Sex Life Of Bandages","UK","436","CinemaLive",2.96363636,22,1,436,511715,2020-03-01
94,"Jawaani Jaaneman","UK/Ind","363","Hamsini Entertainment",1.34805094,5,2,182,102645,2020-03-01
97,"The Good Liar","UK/USA/Can","206","Warner Bros",-0.65248526,17,1,206,3983608,2020-03-01
98,"The Runaways","UK","194","Slackjaw Films",-0.90280561,8,1,194,17746,2020-03-01
101,"Ordinary Love","UK","5","Universal",-0.93421053,13,1,5,262096,2020-03-01
1,"Onward","USA","3419500","Disney",NA,1,632,5411,3419500,2020-03-08
2,"The Invisible Man","USA/Aus","1538985","Universal",-0.29398616,2,578,2663,5002168,2020-03-08
3,"Military Wives","UK","968468","Lionsgate",NA,1,671,1443,968468,2020-03-08
4,"Sonic The Hedgehog","USA/Jpn/Kor","951104","Paramount",-0.50989295,4,602,1580,18459138,2020-03-08
5,"Parasite","Kor","529550","StudioCanal",-0.49605351,5,425,1246,11460342,2020-03-08
6,"Dark Waters","USA","499276","eOne Films",-0.42100173,2,435,1148,1892566,2020-03-08
7,"Blumhouse's Fantasy Island","USA","392857","Sony Pictures",NA,1,408,963,392857,2020-03-08
8,"Dolittle","UK/USA","362693","Universal",-0.56981124,5,549,661,15692992,2020-03-08
9,"Riverdance 25th Anniversary Show","USA","313001","More2Screen",NA,2,344,910,640391,2020-03-08
10,"Emma","UK","284518","Universal",-0.58262013,4,473,602,7072621,2020-03-08
11,"1917","UK/USA","247291","eOne Films",-0.60077716,9,388,637,43436453,2020-03-08
12,"The Call Of The Wild","USA","187960","Disney",-0.63028893,3,456,412,2662700,2020-03-08
13,"Baaghi 3","Ind/USA","165177","Disney",NA,1,114,1449,165177,2020-03-08
14,"Birds Of Prey: And The Fantabulous Emancipation Of One Harley Quinn","USA","136846","Warner Bros",-0.61858133,5,244,561,8705688,2020-03-08
15,"Bad Boys For Life","USA","136447","Sony Pictures",-0.45371036,8,192,711,15953077,2020-03-08
18,"Zenek","Pol","48715","Magnetes",NA,1,155,314,48715,2020-03-08
25,"The Photograph","USA","29579","Universal",NA,1,170,174,29579,2020-03-08
28,"Greed","UK/USA","22198","Sony Pictures",-0.75829967,3,78,285,783433,2020-03-08
31,"Shaun The Sheep Movie: Farmageddon","UK","18839","StudioCanal",20.98249708,21,109,173,7115305,2020-03-08
32,"Toni Morrison: The Pieces I Am","USA","18757","Republic Film",NA,1,22,853,18757,2020-03-08
37,"The Personal History Of David Copperfield","UK/USA","15072","Lionsgate",-0.76689659,7,66,228,6305580,2020-03-08
38,"Trance","Ind","14310","RFT Films",NA,1,66,217,14310,2020-03-08
41,"Sulphur And White","UK","13030","Modern Films",NA,1,8,1629,13030,2020-03-08
44,"Escape From Pretoria","UK/Aus","7184","Signature Entertainment",NA,1,11,653,7184,2020-03-08
45,"Mr. Jones","UK/Pol/Ukr","7169","Signature Entertainment",0.10632716,5,10,717,111617,2020-03-08
46,"Star Wars: The Rise Of Skywalker","UK/USA","7134","Disney",-0.47934608,12,60,119,58255021,2020-03-08
47,"Cyrano De Bergerac - NT Live 2020 (Theatre)","UK","5756","National Theatre",NA,4,7,822,792693,2020-03-08
49,"Sacrilege","UK","5190","Bad Blood Films",NA,1,42,124,5190,2020-03-08
50,"Fleabag - NT Live 2019 (Theatre)","UK","5034","National Theatre",NA,27,2,2517,4386748,2020-03-08
51,"Kinky Boots - The Musical (Theatre)","UK","4406","More2Screen",0.16611089,6,2,2203,1363632,2020-03-08
54,"Vitalina Varela","Prt","4096","Second Run",NA,1,6,683,4096,2020-03-08
56,"Jora 2","Ind","3329","Pannj Panni Productions",NA,1,7,476,3329,2020-03-08
60,"Monty Python's Life of Brian (40th Anniversary)","UK","2261","Trafalgar",NA,48,1,2261,226941,2020-03-08
67,"StarDog And TurboCat","UK","1176","Kaleidoscope",1.16110552,14,6,196,150075,2020-03-08
70,"Forever","Ind","1054","Blue Sapphire",NA,1,4,263,1054,2020-03-08
71,"Cats","UK/USA","1004","Universal",-0.85650993,12,9,112,11964869,2020-03-08
78,"Waiting For Anya","UK/Bel/USA","643","Kaleidoscope",-0.73679902,3,2,322,29136,2020-03-08
85,"The Good Liar","UK/USA/Can","341","Warner Bros",0.65333333,18,1,341,3995934,2020-03-08
90,"The Rhythm Section","UK/USA","158","Paramount",-0.79880301,6,1,158,353434,2020-03-08
93,"Maleficent: Mistress Of Evil","UK/USA","88","Disney",-0.82253521,21,1,88,14773607,2020-03-08
95,"Immortal Hero","Jpn","60","Miracle Communications",NA,1,1,60,60,2020-03-08
1,"Onward","USA","1272748","Disney",-0.63406771,2,636,2001,5291686,2020-03-15
2,"The Invisible Man","USA/Aus","827746","Universal",-0.46262726,3,559,1481,6555330,2020-03-15
3,"The Hunt","USA","542475","Universal",NA,1,448,1211,542475,2020-03-15
4,"Bloodshot","USA/Chn","444917","Sony Pictures",NA,1,419,1062,444917,2020-03-15
5,"Military Wives","UK","407409","Lionsgate",-0.58026593,2,659,618,2366794,2020-03-15
6,"Sonic The Hedgehog","USA/Jpn/Kor","397171","Paramount",-0.58453072,5,579,686,18986844,2020-03-15
7,"Misbehaviour","UK","347643","Disney",NA,1,511,680,347643,2020-03-15
8,"My Spy","USA","345575","STX Entertainment",NA,1,444,778,345575,2020-03-15
9,"Parasite","Kor","235613","StudioCanal",-0.55195581,6,342,689,11971951,2020-03-15
10,"Dark Waters","USA","224252","eOne Films",-0.55084293,3,412,544,2411637,2020-03-15
11,"Dolittle","UK/USA","147740","Universal",-0.59389886,6,497,297,15880947,2020-03-15
12,"Blumhouse's Fantasy Island","USA","136886","Sony Pictures",-0.65168934,2,354,387,725144,2020-03-15
13,"1917","UK/USA","108947","eOne Films",-0.56340867,10,293,372,43707991,2020-03-15
14,"Emma","UK","94782","Universal",-0.66807795,5,329,288,7411754,2020-03-15
15,"Chal Mera Putt 2","Ind","89906","Rhythm Boyz Entertainment/Fountain Films",NA,1,56,1605,89906,2020-03-15
19,"Bacurau","Bra/Fra","43906","MUBI",NA,1,21,2091,43906,2020-03-15
22,"Calm With Horses","UK/Ire","39094","Altitude/Element",NA,1,122,320,39094,2020-03-15
23,"Angrezi Medium","UK/Ind","24294","Hamsini Entertainment",NA,1,40,607,24294,2020-03-15
25,"Cunningham","Fra/Ger/Che/USA","20002","Dogwoof",NA,1,21,952,20002,2020-03-15
26,"And Then We Danced","Swe/Geo/Fra","19250","Peccadillo",NA,1,23,837,19250,2020-03-15
28,"Bad Boy","Pol","18117","Kinostar",NA,1,158,115,18117,2020-03-15
32,"Cyrano De Bergerac - NT Live 2020 (Theatre)","UK","10963","National Theatre",0.38770886,5,16,685,885643,2020-03-15
37,"The Elephant Man (40th Anniversary 4K Restoration)","USA","7964","StudioCanal",NA,1,16,498,7964,2020-03-15
39,"Greed","UK/USA","7590","Sony Pictures",-0.6580773,4,47,161,806311,2020-03-15
40,"The Personal History Of David Copperfield","UK/USA","6925","Lionsgate",-0.60724819,8,40,173,6356987,2020-03-15
41,"Shaun The Sheep Movie: Farmageddon","UK","6868","StudioCanal",-0.63784012,22,85,81,7122483,2020-03-15
45,"Ikko Mikke","Ind","5635","Seven Colours",NA,1,17,331,5635,2020-03-15
47,"Mr. Jones","UK/Pol/Ukr","3807","Signature Entertainment",-0.48400651,6,8,476,124297,2020-03-15
49,"Run","USA","3301","Verve",NA,1,5,660,3301,2020-03-15
51,"Star Wars: The Rise Of Skywalker","UK/USA","3048","Disney",-0.58530612,13,46,66,58262032,2020-03-15
54,"Kinky Boots - The Musical (Theatre)","UK","1941","More2Screen",-0.70865094,7,6,323,1413429,2020-03-15
60,"Zengo","Tur","1021","AF-Media",NA,1,2,510,1021,2020-03-15
62,"Escape From Pretoria","UK/Aus","929","Signature Entertainment",-0.88327679,2,2,465,10433,2020-03-15
63,"Dharala Prabhu","Ind","878","Big Films",NA,1,10,88,878,2020-03-15
65,"Nick Mason's Saucerful Of Secrets: Live At The Roundhouse (Concert)","UK","730","Trafalgar",NA,2,1,730,30566,2020-03-15
66,"Present Laughter - NT Live 2019 (Theatre)","UK","726","National Theatre",NA,17,7,104,1343980,2020-03-15
71,"Cats","UK/USA","498","Universal",-0.50398406,13,3,166,11987192,2020-03-15
73,"Ehd E Wafa","Pak","483","Independent",NA,1,6,80,483,2020-03-15
79,"Sacrilege","UK","234","Bad Blood Films",-0.95496754,2,4,58,10921,2020-03-15
88,"Show Me The Picture: The Story Of Jim Marshall","UK","112","Modern Films",NA,7,1,112,6359,2020-03-15
90,"Waiting For Anya","UK/Bel/USA","90","Kaleidoscope",-0.8600311,4,1,90,29655,2020-03-15
1,"Onward","USA","21626","Disney",NA,18,47,460,5297979,2020-07-05
2,"Trolls World Tour","USA/Jpn","16941","Universal",NA,13,33,513,25777,2020-07-05
3,"Bad Boys For Life","USA","16070","Sony Pictures",NA,25,18,893,16094329,2020-07-05
4,"The Greatest Showman","USA","14499","20th Century Fox",NA,132,48,302,49351203,2020-07-05
5,"1917","UK/USA","12744","eOne Films",NA,26,44,290,43788801,2020-07-05
6,"Dirty Dancing (30th Anniversary)","USA","12195","Lionsgate",NA,178,6,2032,245148,2020-07-05
7,"Grease (40th Anniversary)","USA","11925","Park Circus",NA,117,2,5963,513990,2020-07-05
8,"The Terminator (Re: 2015)","UK/USA","9863","Park Circus",NA,263,1,9863,151121,2020-07-05
9,"Star Wars: Episode IV - A New Hope (Re: 1997)","USA","7475","20th Century Fox",NA,1216,1,7475,16351159,2020-07-05
10,"Fight Club","USA","7095","20th Century Fox",NA,1078,1,7095,5670538,2020-07-05
11,"Cars","USA","6985","Disney",NA,728,1,6985,16617828,2020-07-05
12,"Joker","USA/Can","6601","Warner Bros",NA,40,18,367,58166427,2020-07-05
13,"Sonic The Hedgehog","USA/Jpn/Kor","6394","Paramount",NA,21,32,200,19049574,2020-07-05
14,"Back To The Future (Re: 2010)","USA","6001","Universal",NA,510,11,546,1190827,2020-07-05
15,"The Conjuring","USA","5703","Warner Bros",NA,362,7,815,10471087,2020-07-05
17,"The Dark Knight","UK/USA","4873","Warner Bros",NA,624,22,222,49079093,2020-07-05
27,"Bohemian Rhapsody","UK/USA","2844","20th Century Fox",NA,89,22,129,55160111,2020-07-05
30,"The Dark Knight Rises","UK/USA","2348","Warner Bros",NA,416,15,157,56291477,2020-07-05
33,"The Shining (Re: 2019)","UK/USA","1875","Warner Bros",NA,38,9,208,157151,2020-07-05
34,"Beauty and the Beast","UK/USA","1653","Disney",NA,173,10,165,72477725,2020-07-05
37,"Paddington","UK/Fra","1465","StudioCanal",NA,293,9,163,37961336,2020-07-05
43,"Misbehaviour","UK","1041","Disney",NA,17,9,116,421661,2020-07-05
46,"Military Wives","UK","965","Lionsgate",NA,18,11,88,2473814,2020-07-05
47,"Pokemon Detective Pikachu","UK/USA/Jpn","923","Warner Bros",NA,61,7,132,13825358,2020-07-05
49,"Guardians Of The Galaxy","UK/USA","920","Disney",NA,310,9,102,28575390,2020-07-05
51,"Rocketman","UK/USA","856","Paramount",NA,59,1,856,23459862,2020-07-05
52,"Wild Rose","UK","833","eOne Films",NA,65,4,208,2958244,2020-07-05
53,"Dating Amber","Ire/Grc/Bel","790","Wildcard",NA,1,5,158,790,2020-07-05
54,"Calm With Horses","UK/Ire","735","Altitude/Element",NA,17,7,105,57476,2020-07-05
55,"Blue Story","UK","715","Paramount",NA,33,3,238,4506302,2020-07-05
60,"Dunkirk","UK/USA","667","Warner Bros",NA,155,9,74,56772764,2020-07-05
62,"Emma","UK","653","Universal",NA,21,9,73,7441604,2020-07-05
65,"Harry Potter & The Deathly Hallows: Part 1","UK/USA","604","Warner Bros",NA,503,4,151,52499299,2020-07-05
67,"Mission: Impossible Rogue Nation","UK/USA","565","Paramount",NA,258,9,63,21187044,2020-07-05
68,"Sea Fever","UK/Ire/Swe/Bel","550","Signature Entertainment",NA,18,5,110,3602,2020-07-05
70,"Spider-Man: Far From Home","UK/USA","400","Sony Pictures",NA,53,3,133,37333748,2020-07-05
74,"Dolittle","UK/USA","310","Universal",NA,22,4,78,15888672,2020-07-05
84,"Labyrinth (Re: 2013)","UK/USA","138","Park Circus",NA,375,1,138,207431,2020-07-05
88,"2001: A Space Odyssey (Re: 2014)","UK/USA","76","BFI",NA,293,1,76,417049,2020-07-05
91,"Radioactive","UK","45","StudioCanal",NA,17,1,45,35128,2020-07-05
93,"Downton Abbey","UK/USA","39","Universal",NA,43,1,39,28244876,2020-07-05
1,"Star Wars: Episode V - The Empire Strikes Back (40th Anniversary)","USA","50406","Disney",NA,1,101,499,50406,2020-07-12
2,"Onward","USA","35086","Disney",0.55509263,19,95,369,5355929,2020-07-12
3,"Black Water: Abyss","Aus","28053","Altitude",NA,1,79,355,28053,2020-07-12
4,"Trolls World Tour","USA/Jpn","19996","Universal",0.10953279,14,70,286,64835,2020-07-12
5,"Dirty Dancing (30th Anniversary)","USA","15134","Lionsgate",0.24103954,179,25,605,265098,2020-07-12
6,"Knives Out","USA","14747","Lionsgate",7.98659354,33,5,2949,13159043,2020-07-12
7,"Grease (40th Anniversary)","USA","14416","Park Circus",0.17260452,118,18,801,530376,2020-07-12
